001	8.37480E-05	19.200000	1
001	8.37480E-05	21.800000	2
002	1.66322E-04	41.800000
003	5.34000E-01	40.000000
004	1.84800E+00	63.700000
005	2.37000E+00	76.000000
006	2.00000E+00	70.000000	1	
006	2.00000E+00	81.000000	2
906	1.70000E+00	78.000000
007	1.16528E-03	82.000000	1	
007	1.16528E-03	82.000000	2
008	1.33151E-03	95.000000	1
008	1.33151E-03	106.000000	2
009	1.58029E-03	115.000000	1
009	1.58029E-03	112.000000	2
010	8.38505E-04	137.000000
011	9.71000E-01	149.000000
012	1.74000E+00	156.000000
013	2.69890E+00	166.000000
014	2.33000E+00	173.000000
015	2.20000E+00	173.000000
016	2.00000E+00	180.000000
017	2.99473E-03	174.000000	1
017	2.99473E-03	180.000000	2
018	1.66201E-03	188.000000
019	8.62000E-01	190.000000
020	1.55000E+00	191.000000
021	2.98900E+00	216.000000
022	4.54000E+00	233.000000
023	6.11000E+00	245.000000
024	7.18000E+00	257.000000
025	7.44000E+00	272.000000
026	7.87400E+00	286.000000
027	8.90000E+00	297.000000
028	8.90200E+00	311.000000
029	8.96000E+00	322.000000
030	7.13300E+00	330.000000
031	5.90400E+00	334.000000
032	5.32300E+00	350.000000
033	5.73000E+00	347.000000
034	4.50000E+00	348.000000
035	7.07218E-03	343.000000
036	3.47832E-03	352.000000
037	1.53200E+00	363.000000
038	2.54000E+00	366.000000
039	4.46900E+00	379.000000
040	6.50600E+00	393.000000
041	8.57000E+00	417.000000
042	1.02200E+01	424.000000
043	1.15000E+01	428.000000
044	1.24100E+01	441.000000
045	1.24100E+01	449.000000
046	1.20200E+01	470.000000
047	1.05000E+01	470.000000
048	8.65000E+00	469.000000
049	7.31000E+00	488.000000
050	7.31000E+00	488.000000
051	6.69100E+00	487.000000
052	6.24000E+00	485.000000
053	4.93000E+00	491.000000
054	5.48536E-03	482.000000
055	1.87300E+00	488.000000
056	3.50000E+00	491.000000
057	6.15400E+00	501.000000
058	6.65700E+00	523.000000
059	6.71000E+00	535.000000
060	6.90000E+00	546.000000
061	7.22000E+00	560.000000
062	7.46000E+00	574.000000
063	5.24300E+00	580.000000
064	7.90040E+00	591.000000
065	8.22900E+00	614.000000
066	8.55000E+00	628.000000
067	8.79500E+00	650.000000
068	9.06600E+00	658.000000
069	9.32100E+00	674.000000
070	6.73000E+00	684.000000
071	9.84000E+00	694.000000
072	1.33100E+01	705.000000
073	1.66540E+01	718.000000
074	1.93000E+01	727.000000
075	2.10200E+01	736.000000
076	2.25700E+01	746.000000
077	2.24200E+01	757.000000
078	2.14500E+01	790.000000
079	1.93200E+01	790.000000
080	1.35460E+01	800.000000
081	1.17200E+01	810.000000
082	1.13500E+01	823.000000
083	9.74700E+00	823.000000
084	9.32000E+00	830.000000
085	9.32000E+00	825.000000
086	9.06618E-03	794.000000
087	1.00000E+00	827.000000
088	5.00000E+00	826.000000
089	1.00700E+01	841.000000
090	1.17200E+01	847.000000
091	1.53700E+01	878.000000
092	1.89500E+01	890.000000
093	2.02500E+01	902.000000
094	1.98400E+01	921.000000
095	1.36700E+01	934.000000
096	1.35100E+01	939.000000
097	1.40000E+01	952.000000
098	1.00000E+01	966.000000
